episode,reward,length,loss,epsilon,success_rate,q_value
37,-252.48712980884207,258,57.12654346776009,0.00998645168764533,0.0,-0.26351526379585266
38,4.199999347549891,371,54.01109164768457,0.00998645168764533,0.0,-0.40381309390068054
39,-45.47113876463828,313,53.63295787137747,0.00998645168764533,0.0,-0.38393327593803406
40,-201.92083596069784,292,52.84910355859995,0.00998645168764533,0.0,-0.4766690135002136
41,-126.4566857421892,258,53.148770500600335,0.00998645168764533,0.0,-0.1347273886203766
42,-217.13539316453125,299,52.35036281388998,0.00998645168764533,0.0,-0.0783860981464386
43,-329.6104195563221,330,50.001301546156405,0.00998645168764533,0.0,-0.37084922194480896
44,-78.5122492238547,117,49.06289145392179,0.00998645168764533,0.0,-0.3258063495159149
45,-164.56202644722353,341,47.89314344459772,0.00998645168764533,0.0,-0.27218809723854065
46,-5.292068129637812,389,46.634809896409514,0.00998645168764533,0.0,-0.1754170060157776
47,-94.36389050049058,253,45.91795315843821,0.00998645168764533,0.0,0.17476104199886322
48,-207.16289732076217,364,44.31127959448099,0.00998645168764533,0.0,0.048700470477342606
49,-176.58529727565872,322,43.90168478149176,0.00998645168764533,0.0,-0.07566488534212112
50,-50.301774315000536,246,43.89560541766882,0.00998645168764533,0.0,-0.028629973530769348
51,-214.5813974702129,676,42.64284543645382,0.00998645168764533,0.0,-0.39668920636177063
52,-134.6719051623118,325,41.01076946902275,0.00998645168764533,0.0,-0.13295723497867584
53,-201.3355943577397,332,40.39272188973427,0.00998645168764533,0.0,-0.15324345231056213
54,-226.91924667028673,412,41.0520895550251,0.00998645168764533,0.0,-0.31460657715797424
55,-415.14968359945505,211,41.891149327993396,0.00998645168764533,0.0,-0.5742419362068176
56,-397.7812719352239,361,40.518859530091284,0.00998645168764533,0.0,-0.7756612300872803
57,-57.053863137093145,242,39.82841090774536,0.00998645168764533,0.0,-0.6258126497268677
58,-199.2849681310378,179,39.62288392186165,0.00998645168764533,0.0,-0.7420510649681091
59,-217.21464854892253,266,39.48333141028881,0.00998645168764533,0.0,-0.4735015332698822
60,-259.3297681295966,271,41.58102621126175,0.00998645168764533,0.0,-0.5306349992752075
61,3.4504978365811496,251,41.62359226512909,0.00998645168764533,0.0,-0.28763312101364136
62,-162.21896537611863,242,42.465079584360126,0.00998645168764533,0.0,-0.2792471945285797
63,-44.86432149559077,274,41.73838047802448,0.00998645168764533,0.0,-0.1491706520318985
64,-94.10650053889056,303,42.13062373483181,0.00998645168764533,0.0,-3.088760422542691e-05
65,8.469916808601287,1000,42.23626088368893,0.00998645168764533,0.0,-0.3658730983734131
66,-15.228410214843592,224,41.61139058017731,0.00998645168764533,0.0,-0.2195507138967514
67,206.74018999018244,363,40.05554634487629,0.00998645168764533,0.014925373134328358,0.15470080077648163
68,-292.64186312477716,256,40.68796741640568,0.00998645168764533,0.014705882352941176,0.19382520020008087
69,-424.25991647726323,164,40.691645357370376,0.00998645168764533,0.014492753623188406,-0.11587124317884445
70,-505.3432266718284,241,41.79366761469841,0.00998645168764533,0.014285714285714285,-0.6708652973175049
71,-499.43033309305326,176,42.37305723905563,0.00998645168764533,0.014084507042253521,-1.1292129755020142
72,-204.0630632636198,355,41.05259550154209,0.00998645168764533,0.013888888888888888,-1.4193809032440186
73,-290.9637200279186,197,40.866166689395904,0.00998645168764533,0.0136986301369863,-1.3357577323913574
74,-296.75980888218874,195,40.53420548534393,0.00998645168764533,0.013513513513513514,-1.2012358903884888
75,-413.22038191020386,485,39.741203911304474,0.00998645168764533,0.013333333333333334,-0.6181686520576477
76,-392.62853026902155,180,39.40902928709984,0.00998645168764533,0.013157894736842105,-0.8094993829727173
77,-23.118544794502455,411,39.87488969421387,0.00998645168764533,0.012987012987012988,-0.44738855957984924
78,-390.7129066961457,301,39.51887836408615,0.00998645168764533,0.01282051282051282,-0.6258113980293274
79,-306.86332335538606,308,40.74866668856144,0.00998645168764533,0.012658227848101266,-0.37817808985710144
80,-173.49187423692848,238,41.64983103442192,0.00998645168764533,0.0125,-0.42970138788223267
81,-369.6849571851608,364,42.46987722122669,0.00998645168764533,0.012345679012345678,-0.6985206007957458
82,-294.63831841090087,392,42.11116761106253,0.00998645168764533,0.012195121951219513,-0.5142464637756348
83,-70.98189238321368,315,42.43862025851011,0.00998645168764533,0.012048192771084338,-0.38495224714279175
84,176.43947016466342,741,38.853116343319414,0.00998645168764533,0.011904761904761904,-0.0013414154527708888
85,-108.9349134924004,302,38.20139451932907,0.00998645168764533,0.011764705882352941,0.07250825315713882
86,-69.86007970584582,356,39.10962369120121,0.00998645168764533,0.011627906976744186,0.05934895947575569
87,-226.35091792128296,272,38.61415266096592,0.00998645168764533,0.011494252873563218,-0.10986672341823578
88,66.18765081439452,1000,33.620665599107745,0.00998645168764533,0.011363636363636364,0.46682026982307434
89,-268.0771556931636,210,33.51569976735115,0.00998645168764533,0.011235955056179775,0.39573779702186584
90,-212.46011123712105,400,32.500454170107844,0.00998645168764533,0.011111111111111112,-0.0665835440158844
91,-210.55211189450085,282,31.07471437352896,0.00998645168764533,0.01098901098901099,-0.36740007996559143
92,-480.4532805301877,239,31.795522628486157,0.00998645168764533,0.010869565217391304,-0.9398759007453918
93,-166.6793740945024,733,32.61294539606571,0.00998645168764533,0.010752688172043012,-0.4823538064956665
94,-192.42077655705293,309,32.92410681355,0.00998645168764533,0.010638297872340425,-0.010899856686592102
95,-192.43265098934043,343,33.40204298299551,0.00998645168764533,0.010526315789473684,-0.21824750304222107
96,-290.55896197073423,270,32.353388107836246,0.00998645168764533,0.010416666666666666,-0.5001699924468994
97,-82.66225708194497,316,32.279413718879226,0.00998645168764533,0.010309278350515464,-0.4122683107852936
98,171.61504456233246,463,34.14933167016506,0.00998645168764533,0.01020408163265306,-0.07905786484479904
99,-53.70526940838542,253,34.72968830448389,0.00998645168764533,0.010101010101010102,0.22746150195598602
100,-339.9740164920505,399,36.63214507740736,0.00998645168764533,0.01,0.013389281928539276
101,-208.94256437995975,325,36.02511242634058,0.00998645168764533,0.01,-0.29684531688690186
102,-310.192355674954,131,36.06197857826948,0.00998645168764533,0.01,-0.528387188911438
103,-374.20560408347427,233,36.43899827080965,0.00998645168764533,0.01,-0.9972472190856934
104,-356.6339970671586,219,35.189588698089125,0.00998645168764533,0.01,-1.2424808740615845
105,-182.75957701115,285,34.862626427710055,0.00998645168764533,0.01,-1.3449289798736572
106,-240.78051894047718,196,34.27905539101362,0.00998645168764533,0.01,-1.3200805187225342
107,-146.9828360298576,228,34.59137983393669,0.00998645168764533,0.01,-1.0850261449813843
108,-47.37451406018231,361,33.93515722954273,0.00998645168764533,0.01,-0.1856558620929718
109,-240.78677261896007,371,32.56112037038803,0.00998645168764533,0.01,-0.14349636435508728
110,-215.31966403447166,288,32.75183305025101,0.00998645168764533,0.01,-0.08471865952014923
111,208.46453508177387,552,31.71393630951643,0.00998645168764533,0.02,0.054839540272951126
112,-172.31600617253133,399,31.33149885034561,0.00998645168764533,0.02,-0.0737420842051506
113,-187.19425089528696,346,28.586099889874458,0.00998645168764533,0.02,-0.21830828487873077
114,29.615687679387804,257,27.82687539410591,0.00998645168764533,0.02,-0.35249486565589905
115,-150.79556708084021,310,27.507739946842193,0.00998645168764533,0.02,-0.6235902309417725
116,164.72398015096422,650,27.551936263680457,0.00998645168764533,0.02,0.14347024261951447
117,-263.67533898467065,295,27.680790362000465,0.00998645168764533,0.02,-0.39405375719070435
118,-83.29864574526209,336,27.849077112674713,0.00998645168764533,0.02,-0.08742878586053848
119,-250.1436884580002,377,27.16950001680851,0.00998645168764533,0.02,-0.4242657423019409
120,97.92604681805702,963,27.132387564897538,0.00998645168764533,0.02,0.27415844798088074
121,190.6381936608764,607,26.32812322628498,0.00998645168764533,0.02,0.40925467014312744
122,-169.79230596775938,319,27.12674371409416,0.00998645168764533,0.02,0.2900313436985016
123,-35.04772191511884,365,27.669417806744576,0.00998645168764533,0.02,0.2560901343822479
124,150.24509938474523,545,26.91683290207386,0.00998645168764533,0.02,-0.2016136199235916
125,170.78701634991168,373,27.67847719860077,0.00998645168764533,0.02,0.0017175216926261783
126,-201.16444250932454,207,28.63253394985199,0.00998645168764533,0.02,-0.4977453052997589
127,-214.12617773990274,335,28.69315310204029,0.00998645168764533,0.02,-0.5196938514709473
128,-226.71782815567008,250,28.81742471420765,0.00998645168764533,0.02,-0.7674359679222107
129,-158.41821296019742,307,28.92376729977131,0.00998645168764533,0.02,-0.9663028717041016
130,-175.50320752360403,888,28.292591404914855,0.00998645168764533,0.02,-0.15361839532852173
131,-219.13618064823822,259,28.430068305134775,0.00998645168764533,0.02,-0.19603930413722992
132,-169.89913767803017,287,28.199224778771402,0.00998645168764533,0.02,-0.4928475618362427
133,-236.90892749578504,290,27.782302592277528,0.00998645168764533,0.02,-0.6870854496955872
134,-47.88304203811289,260,26.654910419106482,0.00998645168764533,0.02,-0.6215711236000061
135,-241.98470399009835,263,26.380965253591537,0.00998645168764533,0.02,-0.6531383991241455
136,-9.495064875218006,302,27.136698949933052,0.00998645168764533,0.02,-0.29053303599357605
137,91.89933270949982,896,25.49265399348736,0.00998645168764533,0.02,-0.9878184795379639
138,-450.6260228503775,327,24.95183184540272,0.00998645168764533,0.02,-3.1671323776245117
139,-258.7096160342229,333,26.07364127087593,0.00998645168764533,0.02,-2.996574878692627
140,-241.65687903011388,254,26.477666794776916,0.00998645168764533,0.02,-2.6097898483276367
141,-271.3467751063523,512,26.791134481191634,0.00998645168764533,0.02,-0.7830380797386169
142,-204.6338071380684,360,26.909420681357382,0.00998645168764533,0.02,-0.8214681148529053
143,-207.0466156958092,393,27.574915518164634,0.00998645168764533,0.02,-0.723334789276123
144,-221.23780132757778,293,28.093871923089026,0.00998645168764533,0.02,-0.6723120212554932
145,-190.91854324799007,267,28.18994821023941,0.00998645168764533,0.02,-0.853557825088501
146,138.462635164489,880,27.770463376879693,0.00998645168764533,0.02,-0.44791847467422485
147,-97.84379304187212,420,26.961836852669716,0.00998645168764533,0.02,-0.2808448076248169
148,202.9577536439637,445,26.918592869758605,0.00998645168764533,0.03,0.028865082189440727
149,-219.86426129657622,367,26.058513189673423,0.00998645168764533,0.03,-0.20291955769062042
150,-177.40012459606697,277,25.81138094198704,0.00998645168764533,0.03,-0.5430176854133606
151,-6.190239172286823,317,24.97364693760872,0.00998645168764533,0.03,0.3241259753704071
152,108.17841343584878,735,24.66424888163805,0.00998645168764533,0.03,-0.4644993841648102
153,212.4874776627784,571,24.54309330421686,0.00998645168764533,0.04,-1.32192862033844
154,19.204409534170352,207,24.27166636043787,0.00998645168764533,0.04,-1.0190238952636719
155,-66.55882990352048,315,24.65932051855326,0.00998645168764533,0.04,-0.22496536374092102
156,-132.86447020209988,288,24.295339254558087,0.00998645168764533,0.04,-0.28190839290618896
157,54.000085654768355,285,23.480479577124118,0.00998645168764533,0.04,0.4150008261203766
158,25.8587394641292,258,24.417031865894796,0.00998645168764533,0.04,0.48693031072616577
159,-171.27443607098556,268,24.310397647082805,0.00998645168764533,0.04,0.0916035920381546
160,274.70205099951374,370,23.895272090494633,0.00998645168764533,0.05,0.46139219403266907
161,-173.96182738010856,222,24.478572738230227,0.00998645168764533,0.05,-0.012824775651097298
162,226.64925185075887,509,25.752776031434536,0.00998645168764533,0.06,-0.09087109565734863
163,117.66640200493535,781,26.55705498790741,0.00998645168764533,0.06,-0.42390528321266174
164,-224.63991074744825,319,27.197058936715127,0.00998645168764533,0.06,-0.8000853061676025
165,-187.19951655972773,306,27.58560751450062,0.00998645168764533,0.06,-1.3103176355361938
166,167.06551603702087,577,29.3769496319294,0.00998645168764533,0.06,-0.5982165336608887
167,195.01210381751693,592,30.144392894625664,0.00998645168764533,0.05,0.06749237328767776
168,176.52573398207133,491,29.857983576536178,0.00998645168764533,0.05,0.11744793504476547
169,243.08908504015324,670,29.466595351815222,0.00998645168764533,0.06,-0.11231231689453125
170,-75.55059844073799,405,29.317129467248918,0.00998645168764533,0.06,-0.34376806020736694
171,-224.98065411867987,448,29.354034474372863,0.00998645168764533,0.06,-0.41335564851760864
172,175.29939004642932,648,28.176865382432936,0.00998645168764533,0.06,-0.09076785296201706
173,230.61709239725008,428,26.604128213644028,0.00998645168764533,0.07,-0.19571612775325775
174,-226.078293005745,304,27.46445559298992,0.00998645168764533,0.07,-0.726132333278656
175,154.58349387115194,793,27.796273509263994,0.00998645168764533,0.07,-0.9583953022956848
176,77.45392594465167,1000,25.826248587846756,0.00998645168764533,0.07,0.9598817229270935
177,-241.3793863931506,375,25.11897522366047,0.00998645168764533,0.07,0.4309396743774414
178,-168.0043260341452,325,25.115277195453643,0.00998645168764533,0.07,0.05787927284836769
179,176.2570526865482,696,26.47433457803726,0.00998645168764533,0.07,-0.9834412336349487
180,-56.98813914482227,347,26.197075586676597,0.00998645168764533,0.07,-0.8075093030929565
181,-221.6393365422789,332,24.51789435184002,0.00998645168764533,0.07,-1.1328591108322144
182,-50.522106218693324,322,25.02337153458595,0.00998645168764533,0.07,-0.2875766158103943
183,-66.45642934822087,344,25.616857610464095,0.00998645168764533,0.07,-0.10395882278680801
184,-185.8463994360227,297,25.236448508501052,0.00998645168764533,0.07,-0.5371739268302917
185,32.111724015667306,306,24.826938678264618,0.00998645168764533,0.07,-0.12504562735557556
186,-238.72073039877074,398,25.561457996606826,0.00998645168764533,0.07,-0.4389379322528839
187,-70.41330170725224,266,24.898936556458473,0.00998645168764533,0.07,-0.4449174106121063
188,-27.886476694488238,256,23.905589322090147,0.00998645168764533,0.07,0.11513827741146088
189,239.6237113896502,544,23.84636154961586,0.00998645168764533,0.08,-0.07771313190460205
190,-183.09788032901247,376,23.214868552565573,0.00998645168764533,0.08,-0.2995763421058655
191,-70.0922361369239,340,23.370756394982337,0.00998645168764533,0.08,-0.5054029226303101
192,45.26428940288566,1000,22.232489294171334,0.00998645168764533,0.08,0.43116655945777893
193,174.74278573225686,507,22.877672328829764,0.00998645168764533,0.08,0.577972412109375
194,-26.268895855845145,309,22.588120493769647,0.00998645168764533,0.08,0.2583753764629364
195,214.50711045930788,574,22.583411309599878,0.00998645168764533,0.09,0.2993409335613251
196,164.59052717361538,649,23.478752212643624,0.00998645168764533,0.09,-0.383161723613739
197,-182.49351608828357,330,23.84545072412491,0.00998645168764533,0.09,-0.6692222356796265
198,182.760480366781,517,23.686702970266342,0.00998645168764533,0.09,-1.8476274013519287
199,-229.53751789732766,298,25.032579724907876,0.00998645168764533,0.09,-1.760332465171814
200,-251.88202452079918,351,25.89093171489239,0.00998645168764533,0.09,-1.7723852396011353
201,-92.984983561819,473,24.887653380155562,0.00998645168764533,0.09,-0.07937228679656982
202,-20.952317078078096,313,25.28831873846054,0.00998645168764533,0.09,0.30191874504089355
203,-61.549374148991134,182,24.842602407455445,0.00998645168764533,0.09,0.19052641093730927
204,249.16047386915153,420,25.482373124837874,0.00998645168764533,0.1,0.49253347516059875
205,202.0108262699472,503,25.994682020187376,0.00998645168764533,0.11,0.6968424320220947
206,217.79683478350205,561,25.66276499557495,0.00998645168764533,0.12,0.48449891805648804
207,-95.3428355275194,711,23.898667986273765,0.00998645168764533,0.12,0.008235408924520016
208,221.99629576599634,393,23.785709678173067,0.00998645168764533,0.13,0.4613480567932129
209,-431.0864260095068,275,23.44031349134445,0.00998645168764533,0.13,-0.5877479314804077
210,-39.5716437249048,274,22.470006461381914,0.00998645168764533,0.13,-0.29098033905029297
211,-184.33256600745977,386,23.209368480086326,0.00998645168764533,0.12,-1.184240698814392
212,220.36125667128982,451,21.919047446489333,0.00998645168764533,0.13,-0.09955279529094696
213,244.76491841684887,369,21.488337900877,0.00998645168764533,0.14,-0.06870456039905548
214,-14.609665000332058,309,21.180348536133767,0.00998645168764533,0.14,0.4628177583217621
215,-197.0559699224971,307,22.335814726233483,0.00998645168764533,0.14,0.03492845222353935
216,-26.208997386434916,302,22.007537116169928,0.00998645168764533,0.14,-0.23203778266906738
217,-192.87843045972926,221,22.331378775954246,0.00998645168764533,0.14,-0.2656220495700836
218,184.51678858129657,500,22.946130561113357,0.00998645168764533,0.14,0.03880471736192703
219,220.44666482583654,476,22.947181332707405,0.00998645168764533,0.15,-0.09524818509817123
220,-80.88489769299575,359,23.110029941082,0.00998645168764533,0.15,0.22626884281635284
221,-221.67568868634567,393,23.06389707171917,0.00998645168764533,0.15,-0.4368833005428314
222,-197.9547829819242,336,23.080279661536217,0.00998645168764533,0.15,-0.7844380140304565
223,196.73194091325294,536,24.18960574924946,0.00998645168764533,0.15,-0.9414635300636292
224,-189.9175656908269,355,24.099009830474852,0.00998645168764533,0.15,-1.14234459400177
225,220.60941621841235,455,23.49722960829735,0.00998645168764533,0.16,-0.35312414169311523
226,266.9670944995048,319,23.673485089421273,0.00998645168764533,0.17,0.4547152817249298
227,235.99949716219555,498,23.366921390891076,0.00998645168764533,0.18,0.7443445920944214
228,-50.139061366282846,281,23.89677604293823,0.00998645168764533,0.18,0.8440853953361511
229,172.56172194550942,997,22.929197148740293,0.00998645168764533,0.18,-0.8759848475456238
230,229.95156312346637,620,22.4136189468503,0.00998645168764533,0.19,-0.6656748056411743
231,-30.346664289678287,334,23.147790203630926,0.00998645168764533,0.19,0.5271429419517517
232,223.0512368685998,412,22.556270737111568,0.00998645168764533,0.2,0.3227255344390869
233,207.1091373745687,461,22.04188638085127,0.00998645168764533,0.21,0.9491206407546997
234,216.39784635605554,408,22.0324458553195,0.00998645168764533,0.22,0.9691324234008789
235,-211.4134389881155,265,21.34421691685915,0.00998645168764533,0.22,0.19676068425178528
236,168.0888958181656,796,21.729237276375294,0.00998645168764533,0.22,-0.9951338171958923
237,-21.276237635147083,231,23.434579441428184,0.00998645168764533,0.22,-0.44264331459999084
238,209.60724213808382,585,24.54401043510437,0.00998645168764533,0.23,-0.07159952074289322
239,69.10773337118054,1000,24.337150212168694,0.00998645168764533,0.23,0.1999458521604538
240,-201.7047761929639,423,25.078674810171126,0.00998645168764533,0.23,-0.3879637122154236
241,-205.6319623779818,359,24.76358579981327,0.00998645168764533,0.23,-0.556694507598877
242,246.85365914363726,347,24.631776508808137,0.00998645168764533,0.24,-0.5434224605560303
243,250.930702687746,337,24.823960269212723,0.00998645168764533,0.25,0.2561757564544678
244,-193.97145378180346,306,24.95651496243477,0.00998645168764533,0.25,-0.11822456121444702
245,-43.59334388209753,290,26.112192057728766,0.00998645168764533,0.25,0.05958953872323036
246,-42.95117625542149,331,23.841295108556746,0.00998645168764533,0.25,-0.3186359107494354
247,-190.82131235426084,303,22.964423325896263,0.00998645168764533,0.25,-0.8310656547546387
248,174.92807339914134,679,22.519139548778533,0.00998645168764533,0.24,-0.16064582765102386
249,236.63303522577647,481,22.026953111052514,0.00998645168764533,0.25,0.5760826468467712
250,246.21593733042067,510,20.639928391098977,0.00998645168764533,0.26,0.3148440718650818
251,-224.58933948680811,270,20.524188252568244,0.00998645168764533,0.26,-0.5913307070732117
252,-205.32522999449043,432,20.881609633207322,0.00998645168764533,0.26,-0.7810978889465332
253,-175.32684010003373,267,20.90926535975933,0.00998645168764533,0.25,-1.1175600290298462
254,-162.20422383118267,266,20.924587466597558,0.00998645168764533,0.25,-1.399878978729248
255,-23.521581884420883,227,19.698391548514365,0.00998645168764533,0.25,-0.5533474683761597
256,232.0939442213058,339,18.77974165058136,0.00998645168764533,0.26,0.2003311812877655
257,-59.64393391404071,270,19.428615143418313,0.00998645168764533,0.26,0.5086570382118225
258,-176.24092824219906,208,20.233713872551917,0.00998645168764533,0.26,0.3033134639263153
259,-20.48761138975621,315,19.972470434188843,0.00998645168764533,0.26,0.6350494623184204
260,-176.22420837655335,277,19.33015068280697,0.00998645168764533,0.25,-0.19651968777179718
261,-77.15133103166639,375,20.196254250645637,0.00998645168764533,0.25,-0.3379935324192047
262,-18.014247882791565,194,20.219569191217424,0.00998645168764533,0.24,0.12394832074642181
263,244.8195430436262,675,21.11019660270214,0.00998645168764533,0.25,-0.059302978217601776
264,-15.166957941302087,244,20.791220370292663,0.00998645168764533,0.25,0.048768967390060425
265,258.6289640347345,334,21.2302146781683,0.00998645168764533,0.26,-0.05294134467840195
266,-27.660432593443332,183,21.35605964910984,0.00998645168764533,0.26,0.08512437343597412
267,229.08910384114137,434,20.745386318564414,0.00998645168764533,0.27,0.7148339748382568
268,271.8862211362113,272,21.30485246896744,0.00998645168764533,0.28,0.6699356436729431
269,-252.92746658454053,672,20.3177724609375,0.00998645168764533,0.27,-0.27466440200805664
270,-164.2687389353524,294,20.81931493961811,0.00998645168764533,0.27,-1.0107319355010986
271,-26.81633714139953,259,21.435520840525626,0.00998645168764533,0.27,-0.5247924327850342
272,-206.58696122625724,236,20.651544134020806,0.00998645168764533,0.27,-0.8324448466300964
273,-229.82140962444885,347,20.217694637417793,0.00998645168764533,0.26,-0.7842965126037598
274,241.76762702963646,407,20.360482822656632,0.00998645168764533,0.27,-0.28511136770248413
275,-42.100529591297004,230,21.778376611590385,0.00998645168764533,0.27,-0.3350745737552643
276,229.15390510147802,819,21.032185914635658,0.00998645168764533,0.28,-0.006722412072122097
277,157.39454995478053,701,21.911925795197487,0.00998645168764533,0.28,-0.3995335102081299
278,-197.8573969117596,235,22.52715562582016,0.00998645168764533,0.28,-0.5787267088890076
279,-201.02312740865915,281,23.086117287755012,0.00998645168764533,0.28,-0.7750124931335449
280,-185.70095436853214,247,23.53060223019123,0.00998645168764533,0.28,-1.5134086608886719
281,1.0110125808302683,212,23.120393295645712,0.00998645168764533,0.28,-0.9945917129516602
282,260.73277086214557,358,22.69588841676712,0.00998645168764533,0.29,-0.37998682260513306
283,207.77122206694418,455,23.020183025360108,0.00998645168764533,0.3,0.7854451537132263
284,-167.3443583744812,280,23.25808267259598,0.00998645168764533,0.3,0.22672174870967865
285,-158.43971040797308,238,22.7071439576149,0.00998645168764533,0.3,-0.2902015745639801
286,192.2405726944611,577,21.39716484427452,0.00998645168764533,0.3,-0.31845489144325256
287,204.2916000630864,639,21.885050736784937,0.00998645168764533,0.31,0.27280378341674805
288,-14.173505576716522,258,21.816357631325722,0.00998645168764533,0.31,0.5372743606567383
289,271.09972931010526,311,20.45613609445095,0.00998645168764533,0.31,0.5245836973190308
290,252.67431531425714,347,20.761148253798485,0.00998645168764533,0.32,0.5594995617866516
291,-18.72563544397893,184,21.0553658670187,0.00998645168764533,0.32,0.7997016310691833
292,207.64898728226598,467,20.695060057044028,0.00998645168764533,0.33,0.3516814410686493
293,-156.34365827641614,236,20.79620564222336,0.00998645168764533,0.33,0.12707437574863434
294,270.27345155133685,322,20.68343639266491,0.00998645168764533,0.34,-0.16173844039440155
295,-173.7618946793886,338,20.98027420270443,0.00998645168764533,0.33,-0.6803451776504517
296,-212.1631243364645,276,20.959419136643408,0.00998645168764533,0.33,-1.0488200187683105
297,-201.71920445381141,184,20.574066672444342,0.00998645168764533,0.33,-1.1454498767852783
298,-215.6566056357553,298,21.614483604073524,0.00998645168764533,0.33,-1.9179753065109253
299,-51.50468673881391,269,21.78373174726963,0.00998645168764533,0.33,-1.5293976068496704
300,-372.1131144481799,272,20.937803277254105,0.00998645168764533,0.33,-1.7344259023666382
301,-88.03253782114737,481,21.76014426445961,0.00998645168764533,0.33,-0.37996476888656616
302,289.80780597628575,354,21.466515181183816,0.00998645168764533,0.34,-0.002224411116912961
303,-187.3744175121733,336,21.133207988381386,0.00998645168764533,0.34,-0.49666985869407654
304,-231.49038127270828,256,20.900416598916053,0.00998645168764533,0.33,-0.9738211631774902
305,-193.3615423457715,212,21.0600260335207,0.00998645168764533,0.32,-1.817458152770996
306,-57.042606988373024,302,20.504099415779113,0.00998645168764533,0.31,-1.7274926900863647
307,-174.13569181386927,1000,19.98258345615864,0.00998645168764533,0.31,-0.16343890130519867
308,-3.1589525366106415,279,19.669462383151053,0.00998645168764533,0.3,-0.28752654790878296
309,253.55009441991308,412,19.76120035672188,0.00998645168764533,0.31,0.17843523621559143
310,-200.48304583580932,324,19.951478879451752,0.00998645168764533,0.31,-0.10341019928455353
311,-147.87088612249445,1000,19.487714705467223,0.00998645168764533,0.31,-0.7813636660575867
312,176.56263233066142,729,19.217754343748094,0.00998645168764533,0.3,0.1872261017560959
313,-175.03600726767672,354,19.896833773612975,0.00998645168764533,0.29,-0.3309119939804077
314,-165.8067431419448,1000,19.97020153093338,0.00998645168764533,0.29,-0.9162130951881409
315,264.18883419524275,339,19.52144946551323,0.00998645168764533,0.3,0.06116006523370743
316,-251.64239679163097,325,19.638818223953248,0.00998645168764533,0.3,-0.4069647789001465
317,-230.08523956829572,297,19.923062821030616,0.00998645168764533,0.3,-0.712826132774353
318,-197.07263064019259,199,19.816329508781433,0.00998645168764533,0.3,-1.3257955312728882
319,216.7290412082102,398,19.369696715235712,0.00998645168764533,0.3,-1.272998332977295
320,228.7048616808881,417,19.99846540093422,0.00998645168764533,0.31,0.09751849621534348
321,223.56020967409972,462,21.252151543855668,0.00998645168764533,0.32,1.2199856042861938
